time,Close,call_price,put_price
1970-01-16 07:00:00,12.24311251,1.132785522158116e-15,56.744251284559624
1970-01-16 08:00:00,13.95361646,1.31085955201792e-13,55.033747334559756
1970-01-16 09:00:00,17.77502052,3.48366996761671e-10,51.21234327490799
1970-01-16 10:00:00,18.30410736,8.363409270995315e-10,50.68325643539596
1970-01-16 11:00:00,17.61565624,2.6531236037212245e-10,51.37170755482493
1970-01-16 12:00:00,18.34357021,8.912847789485935e-10,50.64379358545091
1970-01-16 13:00:00,20.23827908,1.4744124777742227e-08,48.74908472930376
1970-01-16 14:00:00,19.14788267,3.106492348832996e-09,49.83948112766612
1970-01-16 15:00:00,17.20185762,1.282892450426627e-10,51.785506174687924
1970-01-16 16:00:00,16.81384649,6.319764651135297e-11,52.17351730462282
1970-01-16 17:00:00,14.38536496,3.7740823576693534e-13,54.60199883456001
1970-01-16 18:00:00,13.92547676,1.2213637335956357e-13,55.061887034559746
1970-01-16 19:00:00,14.12809594,2.022189680342399e-13,54.85926785455983
1970-01-16 20:00:00,13.38789584,3.025298308286977e-14,55.59946795455966
1970-01-16 21:00:00,14.05609852,1.692710742851289e-13,54.9312652745598
1970-01-16 22:00:00,15.79844308,8.671590290875046e-12,53.1889207145683
1970-01-16 23:00:00,16.27261628,2.2481438626829532e-11,52.7147475145821
1970-01-17 00:00:00,17.30529616,1.542559685860103e-10,51.68206763471389
1970-01-17 01:00:00,16.73110019,5.415195709791634e-11,52.256263604613785
1970-01-17 02:00:00,16.58838488,4.136386994343121e-11,52.39897891460099
1970-01-17 03:00:00,16.79587731,6.111930679428647e-11,52.19148648462074
1970-01-17 04:00:00,18.97589058,2.3964976619512786e-09,50.01147321695612
1970-01-17 05:00:00,20.44790689,1.956804376781049e-08,48.53945692412766
1970-01-17 06:00:00,21.16623878,4.974892773782526e-08,47.82112506430855
1970-01-17 07:00:00,22.55587362,2.6084899059295456e-07,46.43149043540862
1970-01-17 08:00:00,24.12870791,1.3853710488314792e-06,44.858657269930674
1970-01-17 09:00:00,24.62151678,2.2467825471311043e-06,44.36584926134218
1970-01-17 10:00:00,25.22061866,3.9514890980962825e-06,43.76674908604873
1970-01-17 11:00:00,28.47616278,5.764778731012885e-05,40.51125866234693
1970-01-17 12:00:00,28.42209839,5.540014755308492e-05,40.565320804707184
1970-01-17 13:00:00,29.86979793,0.00015317670688342559,39.117719041266504
1970-01-17 14:00:00,27.72646546,3.2775551913356567e-05,41.26093111011155
1970-01-17 15:00:00,26.13408558,8.926646756707572e-06,42.853287141206394
1970-01-17 16:00:00,24.78204829,2.6201438315045665e-06,44.20531812470346
1970-01-17 17:00:00,26.64759585,1.379604571061547e-05,42.33978174060533
1970-01-17 18:00:00,24.47051215,1.9410265313700174e-06,44.51685358558615
1970-01-17 19:00:00,22.00588908,1.3840040799025067e-07,46.98147485296003
1970-01-17 20:00:00,23.52261396,7.454421223133393e-07,45.46475058000175
1970-01-17 21:00:00,24.10999097,1.359681468583588e-06,44.87737418424109
1970-01-17 22:00:00,22.60396096,2.7535435590617073e-07,46.383403109913985
1970-01-17 23:00:00,22.80248431,3.4354922749305463e-07,46.18487982810886
1970-01-18 00:00:00,24.81987804,2.716086462623254e-06,44.16748847064609
1970-01-18 01:00:00,26.47237039,1.1912643039169212e-05,42.51500531720267
1970-01-18 02:00:00,25.67515218,5.967309369343842e-06,43.31221758186899
1970-01-18 03:00:00,27.01886358,1.8718112962631036e-05,41.968518932672595
1970-01-18 04:00:00,30.95500907,0.0003089454930876893,38.03266367005273
1970-01-18 05:00:00,32.95119948,0.0009960951416536773,36.03716040970128
1970-01-18 06:00:00,34.90053097,0.0027410438008139415,34.089573868360446
1970-01-18 07:00:00,33.94591512,0.0016947726011223643,35.04314344716075
1970-01-18 08:00:00,35.42100618,0.0035224209008222207,33.56988003546045
1970-01-18 09:00:00,38.08728839,0.011367557122877125,30.911442961682496
1970-01-18 10:00:00,37.73301,0.009828359962130523,31.264182154521762
1970-01-18 11:00:00,40.17263182,0.025295554452347324,28.84002752901197
1970-01-18 12:00:00,41.31276846,0.03772428034744729,27.712319614907074
1970-01-18 13:00:00,40.90048388,0.03274193240975842,28.119621846969373
1970-01-18 14:00:00,40.07700018,0.024433371093821044,28.934796985653456
1970-01-18 15:00:00,44.54402631,0.10331093527281698,24.54664841983245
1970-01-18 16:00:00,43.52384292,0.07657353426486635,25.540094408824494
1970-01-18 17:00:00,49.95075939,0.39766658931812504,19.434270993877753
1970-01-18 18:00:00,52.23819787,0.6353319256678089,17.384497850227433
1970-01-18 19:00:00,51.85938223,0.5900194776533141,17.718001042212933
1970-01-18 20:00:00,40.53756248,0.028826400983097356,28.47862771554273
1970-01-18 21:00:00,37.72983885,0.00981543807996782,31.267340382639595
1970-01-18 22:00:00,42.27715172,0.05190826456045616,26.762120339120088
1970-01-18 23:00:00,48.0519927,0.25827187971540555,21.193642974275036
1970-01-19 00:00:00,43.410182,0.07398561046202023,25.65116740502164
1970-01-19 01:00:00,49.53713734,0.36324234454307636,19.813468799102694
1970-01-19 02:00:00,50.27804534,0.4266423122514551,19.13596076681108
1970-01-19 03:00:00,53.27768465,0.7730177164225811,16.48269686098221
1970-01-19 04:00:00,63.35493563,3.382541845064665,9.014970009624292
1970-01-19 05:00:00,68.38318265,5.691840821680593,6.296021966240232
1970-01-19 06:00:00,79.09171261,12.719043466979826,2.614694651539452
1970-01-19 07:00:00,67.42190186,5.196981077718878,6.762443012278503
1970-01-19 08:00:00,67.58590968,5.279655304482127,6.6811094190417535
1970-01-19 09:00:00,79.80084383,13.268313302316557,2.4548332668761894
1970-01-19 10:00:00,95.29122047,26.852383160217983,0.548526484777601
1970-01-19 11:00:00,122.7743672,53.81350450982265,0.026501104382286533
1970-01-19 12:00:00,111.30100054,42.411300222623524,0.0976634771831495
1970-01-19 13:00:00,118.52783932,49.583629460543364,0.04315393510299004
1970-01-19 14:00:00,134.67639532,65.69564319883789,0.006611673397512369
1970-01-19 15:00:00,135.09472968,66.11365985269971,0.006293967259322394
1970-01-19 16:00:00,118.39906957,49.45549898629105,0.043793210850675446
1970-01-19 17:00:00,129.71699046,60.74145624024068,0.011829574800300835
1970-01-19 18:00:00,125.87493037,56.906075632285265,0.018509056844885352
1970-01-19 19:00:00,146.83925918,77.85346240063973,0.001567015199376489
1970-01-19 20:00:00,152.74127302,83.75468545717645,0.0007762317360905067
1970-01-19 21:00:00,143.37683723,74.39183750411559,0.0023640686752185794
1970-01-19 22:00:00,155.45246423,86.46566235286365,0.0005619174232460479
1970-01-19 23:00:00,170.67948962,101.6922173614017,9.153596133182015e-05
1970-01-20 00:00:00,166.06295065,97.07574547028321,0.00015861484282527578
1970-01-20 01:00:00,173.31889906,104.33160213697218,6.687153181115287e-05
1970-01-20 02:00:00,141.71379389,72.7293094566017,0.002879361161338412
1970-01-20 03:00:00,137.44925843,68.46666293663667,0.004768301196307695
1970-01-20 04:00:00,165.14388734,96.15670051788683,0.000176972446438346
1970-01-20 05:00:00,154.60256641,85.61582443856035,0.000621823119973974
1970-01-20 06:00:00,148.66971408,79.68361074496373,0.001260459523351628
1970-01-20 07:00:00,142.49503502,73.51029592741641,0.0026247019760366475
1970-01-20 08:00:00,135.54527368,66.5638785778715,0.005968692431122191
1970-01-20 09:00:00,147.20638331,78.22051960594204,0.0015000905016565903
1970-01-20 10:00:00,161.80618878,92.81908842975078,0.00026344431039256044
1970-01-20 11:00:00,174.2,105.21269642724552,6.022180515681736e-05
1970-01-20 12:00:00,180.96,111.97266320505507,2.699961470352787e-05
